,id,leader,time,DTW
0,63,74.0,5.0,0.07005735883002859
1,110,63.0,5.0,3.9305172200870113
2,110,294.0,22.4,2.1128926523784393
3,0,110.0,5.0,1.692649649797049
4,0,100.0,6.2,2.4403901567413806
5,0,76.0,6.8,3.396623498110198
6,8,0.0,5.0,6.576224996724955
7,8,110.0,6.2,1.6210631586203201
8,8,110.0,11.2,1.000615401111222
9,8,110.0,16.2,1.2862320331140535
10,8,110.0,21.2,0.8909127126204338
11,8,110.0,26.2,0.7070762940574452
12,8,110.0,31.2,0.5540118490575621
13,17,8.0,5.0,0.6170181399301635
14,17,8.0,10.0,0.5084939419220258
15,17,8.0,15.0,0.5069000240808621
16,17,8.0,20.0,0.41389495169630025
17,17,8.0,25.0,0.4521602144248036
18,17,8.0,30.0,0.44997552623367665
19,70,76.0,5.0,1.5622636910857934
20,100,70.0,5.0,0.6162860995967667
21,100,89.0,6.8,0.9745750928033955
22,2,100.0,5.0,8.874973810629365
23,2,0.0,6.2,3.490336649785771
24,2,333.0,21.7,3.1312572965167864
25,2,344.0,22.3,1.4065664079846905
26,6,2.0,5.0,1.7276810199177381
27,6,2.0,10.0,1.7606010921828494
28,6,2.0,15.0,4.289221846002742
29,6,327.0,21.3,1.64334854879486
30,6,344.0,23.7,0.7659347952550565
31,6,344.0,28.7,0.5902793022534373
32,89,83.0,5.0,0.8389659332458396
33,89,70.0,6.8,1.625361288562965
34,1,89.0,5.0,inf
35,5,1.0,5.0,0.28909939599470746
36,5,89.0,6.2,0.11068953433513917
37,5,100.0,6.8,1.602876105850138
38,7,5.0,5.0,0.11387097857537624
39,15,7.0,5.0,0.3005210473058465
40,15,5.0,9.2,0.3269589118717911
41,66,68.0,5.0,0.21544124214923455
42,109,66.0,5.0,0.4633536089721125
43,111,109.0,5.0,0.050922928764911425
44,96,111.0,5.0,4.438126631888435
45,18,96.0,5.0,2.1822881439045254
46,18,96.0,10.0,2.1551400177459827
47,18,96.0,15.0,1.9326391508937957
48,18,96.0,20.0,0.39054829408434644
49,18,96.0,25.0,0.3133793533184233
50,18,96.0,30.0,0.4144988215542056
51,160,6.0,5.5,1.6409281135313847
52,160,6.0,10.5,1.3579077341646917
53,160,6.0,15.5,7.779452743192035
54,160,2.0,15.8,4.344422789763396
55,160,2.0,20.8,2.364166217342176
56,160,2.0,25.8,0.9537170353249161
57,160,2.0,30.8,0.453662477933381
58,165,15.0,6.0,3.093140138880294
59,165,15.0,11.0,2.9548089835653757
60,165,6.0,15.8,5.302716564981159
61,173,18.0,6.3,0.536240305117339
62,173,18.0,11.3,0.5054480640150731
63,173,18.0,16.3,1.2346270805745845
64,173,18.0,21.3,0.3833627531298444
65,173,18.0,26.3,0.39276994218750877
66,173,18.0,31.3,0.46600501022310853
67,181,160.0,7.0,0.5791368306866785
68,181,160.0,12.0,1.708539499326609
69,181,160.0,17.0,1.688039910316932
70,181,160.0,22.0,1.6809136536506624
71,181,160.0,27.0,1.6812810952982398
72,181,6.0,32.1,0.908322812823235
73,184,17.0,7.4,2.1932026630860544
74,184,17.0,12.4,2.0633488512549727
75,184,189.0,16.4,5.293058162361943
76,184,189.0,21.4,3.4730055114810954
77,184,189.0,26.4,inf
78,189,173.0,7.7,1.3894866402539041
79,189,173.0,12.7,2.093954299826269
80,189,173.0,17.7,1.4139839797199985
81,189,173.0,22.7,1.9567287743344697
82,189,173.0,27.7,2.0801694531450896
83,189,173.0,32.7,1.0659468130981462
84,189,17.0,16.4,1.6924038856996557
85,189,17.0,21.4,3.0833713655004953
86,189,17.0,26.4,1.8516672127130962
87,189,17.0,31.4,1.5569324899477865
88,198,165.0,8.2,8.641485603596458
89,198,21.0,8.9,0.699062565510458
90,198,21.0,13.9,0.6995831333847746
91,198,21.0,18.9,0.49417991868022587
92,198,21.0,23.9,0.4852723016658986
93,198,21.0,28.9,0.47683998770039376
94,198,21.0,33.9,0.6763182324147352
95,198,21.0,38.9,0.4898261702222478
96,21,165.0,8.9,5.843518907803717
97,21,165.0,13.9,6.76187365003198
98,21,165.0,18.9,6.722270575673032
99,21,6.0,20.8,2.607180278113435
100,21,6.0,25.8,1.206952109381189
101,21,6.0,30.8,0.8841159810895705
102,21,181.0,32.1,0.8938134007131668
103,21,181.0,37.1,0.8576294977164282
104,208,184.0,9.2,0.8771314449325656
105,208,184.0,14.2,1.0592480512593625
106,208,184.0,19.2,0.9959241762552978
107,208,184.0,24.2,1.0042304163352151
108,208,189.0,26.6,2.1164170770169677
109,208,189.0,31.6,0.9342829295459162
110,208,17.0,32.1,0.41250018537536465
111,208,445.0,35.6,0.09682690679350006
112,98,189.0,9.4,2.0033658111771517
113,98,189.0,14.4,2.5133807188992128
114,98,189.0,19.4,1.904458254785357
115,98,189.0,24.4,1.8933627556572568
116,98,189.0,29.4,2.1063551861145813
117,98,189.0,34.4,0.4687943410547442
118,98,173.0,16.4,1.6952267602399589
119,98,173.0,21.4,1.9148030763162462
120,98,173.0,26.4,1.2088253744780282
121,98,173.0,31.4,0.1901338544583845
122,215,198.0,10.4,0.5081991215721973
123,25,181.0,10.9,1.2583643295679952
124,25,181.0,15.9,1.425488125029073
125,25,181.0,20.9,0.1579272966388616
126,25,181.0,25.9,0.1548131876061504
127,217,208.0,11.1,0.3076479643369121
128,217,208.0,16.1,0.5736005410790137
129,217,208.0,21.1,0.2180207247508882
130,217,208.0,26.1,0.22194610833582076
131,217,208.0,31.1,0.353655537447082
132,217,208.0,36.1,0.42091173535437754
133,217,208.0,41.1,0.15898130352121573
134,227,215.0,12.1,1.3734147972045265
135,227,198.0,14.9,0.3182597630741731
136,227,247.0,17.3,1.8772025712876197
137,238,227.0,12.9,0.9717791755232271
138,238,227.0,17.9,inf
139,242,217.0,13.2,4.143404780562285
140,242,217.0,18.2,4.137539142495264
141,242,217.0,23.2,4.230073716816401
142,242,217.0,28.2,3.9900029611419296
143,242,181.0,29.2,4.117147777156339
144,242,160.0,32.1,2.7947740033468778
145,242,160.0,37.1,1.8902102633231614
146,247,25.0,13.5,7.1513383926982055
147,247,198.0,17.3,2.835958133584315
148,247,198.0,22.3,1.9151357956658863
149,247,198.0,27.3,1.7587890804167503
150,247,198.0,32.3,1.5738465557887014
151,247,198.0,37.3,1.5753685366643522
152,247,198.0,42.3,1.0700477876789154
153,251,238.0,13.8,1.101313291172414
154,251,227.0,18.5,1.0545007871869827
155,251,247.0,20.3,4.354262005976415
156,251,247.0,25.3,3.248014191968644
157,249,98.0,13.8,2.529481906827857
158,249,98.0,18.8,2.1698961837530546
159,249,98.0,23.8,3.059159021285596
160,249,98.0,28.8,2.150149335865303
161,249,98.0,33.8,1.6985328392135863
162,258,242.0,14.6,1.30781253337132
163,258,242.0,19.6,1.3242525116227268
164,258,242.0,24.6,1.3096593322218597
165,258,217.0,29.2,2.7930092065809964
166,258,217.0,34.2,1.6417456650925872
167,258,217.0,39.2,0.7507558488806979
168,273,251.0,15.9,0.5695750376551131
169,273,251.0,20.9,0.4494457578942001
170,273,251.0,25.9,0.4172599696069935
171,273,247.0,29.1,3.179343942853405
172,272,249.0,15.9,0.8266720042596187
173,272,249.0,20.9,0.1720991640481012
174,272,249.0,25.9,0.16914367983459982
175,272,249.0,30.9,0.16671176194542425
176,272,249.0,35.9,0.4794345726041136
177,272,249.0,40.9,0.11813807605429465
178,276,258.0,16.3,2.677879318769377
179,276,258.0,21.3,2.6022620245572825
180,276,258.0,26.3,2.603138837346569
181,276,258.0,31.3,2.6014508284092526
182,276,258.0,36.3,2.628198459992574
183,276,242.0,41.2,0.9909984092057793
184,289,272.0,18.7,0.5418568596972178
185,289,272.0,23.7,0.5750800252536631
186,289,272.0,28.7,0.535123498545529
187,289,272.0,33.7,0.5426644793275366
188,289,272.0,38.7,0.7323885546619393
189,289,272.0,43.7,0.5175664559765956
190,102,289.0,18.9,0.45111159588464145
191,102,289.0,23.9,0.45402142975025006
192,102,289.0,28.9,0.4479028380003021
193,102,289.0,33.9,0.4603704078481545
194,102,289.0,38.9,0.5563303003344149
195,102,289.0,43.9,0.3937109358992664
196,292,276.0,19.1,0.8623035235815103
197,292,276.0,24.1,1.0374542971067595
198,292,276.0,29.1,1.0134028048524217
199,292,276.0,34.1,1.1294664373174632
200,292,276.0,39.1,0.8402641609926332
201,292,258.0,41.2,1.7417515351974677
202,301,25.0,19.1,0.2838497505795513
203,301,25.0,24.1,0.24244886808159538
204,78,102.0,19.1,0.22211532919746912
205,78,102.0,24.1,0.17483583258784438
206,78,102.0,29.1,0.2303263201933611
207,78,102.0,34.1,0.16186299779341323
208,78,102.0,39.1,0.15762322491115816
209,78,102.0,44.1,0.07897992461334492
210,310,292.0,19.5,1.2787690242824812
211,310,292.0,24.5,1.2975767444772601
212,310,292.0,29.5,1.2522538241523835
213,310,292.0,34.5,1.6358562660269038
214,310,292.0,39.5,1.3165753476957567
215,310,292.0,44.5,0.9030610072383869
216,314,301.0,20.3,0.5966347941388673
217,314,273.0,24.5,0.81176934500375
218,313,78.0,20.3,0.4847487412195391
219,313,78.0,25.3,0.4645848254995501
220,313,78.0,30.3,0.4675765184288576
221,313,78.0,35.3,0.4854403387322742
222,313,78.0,40.3,0.41257045995522273
223,313,78.0,45.3,0.34969763144465715
224,317,273.0,20.4,1.8052504784022048
225,317,273.0,25.4,1.7877947152762357
226,317,314.0,24.5,2.45004157423855
227,323,313.0,20.9,0.44113938474466624
228,323,313.0,25.9,0.45992962216632577
229,323,313.0,30.9,0.633605565623323
230,323,313.0,35.9,0.49028023395381254
231,323,313.0,40.9,0.4352337277758132
232,323,313.0,45.9,0.46866961821047615
233,334,317.0,21.7,2.844318391928559
234,334,317.0,26.7,2.84018608055252
235,334,273.0,29.3,1.5107175969404842
236,334,401.0,30.2,0.6426579817886098
237,334,401.0,35.2,0.9831921863015212
238,344,333.0,22.3,2.160110480101072
239,344,327.0,23.7,0.3047646371724743
240,344,327.0,28.7,0.13034763395248689
241,342,334.0,22.4,0.16476262608600423
242,342,334.0,27.4,0.12514124267970567
243,352,310.0,22.9,0.43902207380410946
244,352,310.0,27.9,0.3713597621054213
245,352,310.0,32.9,0.221306358595467
246,352,389.0,28.5,0.9253568983861763
247,349,323.0,22.9,0.7896251467371809
248,349,323.0,27.9,0.7688751336381741
249,349,323.0,32.9,0.7732088225584958
250,349,323.0,37.9,0.7710168949118238
251,349,323.0,42.9,0.7623341040140545
252,349,323.0,47.9,0.8110590871719116
253,360,342.0,23.8,0.3341110390451342
254,363,314.0,23.9,8.82401841869361
255,363,301.0,24.5,6.863464530817706
256,363,25.0,26.1,5.405497553772556
257,363,181.0,28.4,4.614261209481631
258,363,242.0,29.2,5.464781249926113
259,363,242.0,34.2,4.172381538069002
260,363,473.0,38.6,3.0418683984027184
261,363,512.0,42.0,1.9668696138423867
262,363,372.0,43.0,1.833469857472839
263,363,349.0,44.8,0.5563736417265103
264,363,563.0,45.8,0.3325611767647035
265,372,349.0,24.9,1.318302547257546
266,372,349.0,29.9,1.2968766360769484
267,372,349.0,34.9,1.3366820971343876
268,372,349.0,39.9,1.2930181194397568
269,372,310.0,40.6,0.5765917516367531
270,372,310.0,45.6,0.6225887015933942
271,372,310.0,50.6,0.554202611267262
272,366,352.0,25.2,1.0709145657783574
273,366,352.0,30.2,0.582648241590078
274,366,352.0,35.2,0.6693250536981696
275,366,310.0,35.5,1.055189924355081
276,389,310.0,28.5,0.18829523903562267
277,401,273.0,30.2,0.9381872243012144
278,401,247.0,32.7,5.493503068904199
279,401,247.0,37.7,inf
280,440,372.0,34.8,0.194591230121002
281,473,242.0,38.6,2.735824266568768
282,473,276.0,41.2,4.778581040641568
283,497,247.0,40.8,3.251272964738071
284,512,473.0,42.0,1.6082900128133015
285,512,473.0,47.0,0.8983064466965864
286,563,349.0,45.8,0.4715768188165445
